timestamp,plate,speed,direction,img_path
1786901672986,Khong Nhan Dien Duoc,0,Unknown,F:\IOT_ThangLong\IOT_\Python_ALPR\history\20260817_003432_Khong Nhan Dien Duoc.jpg
